Reporting Account Short Number,Reporting Account Name,Reporting Account Indicator,Source Account Short Number,Source Account Name,As of Date,Security Number,Country of Risk Exposure Code,Country of Risk Exposure Name,Segment Description,Category Description,Sector Description,Industry Description,Security Description 1,Security Description 2,Custom,Account Base Currency,Exch Rate,Issue Currency,Traded Shares/Par,Amort Cost Base,Amort Cost Local,Price Base,Price Local,Market Value Base,Market Value Local,Net Income Receivable Base,Net Income Receivable Local,Market Value with Accrual Base,Coupon Rate,Maturity Date,Unrealized Market Gain/Loss Base,Unrealized Market Gain/Loss Local,Unrealized Currency Gain/Loss,Total Unrealized Gain/Loss,% of Market Value,ISIN,Sedol,Cusip,Ticker,Custody Account Number,Income Currency,Security Identifier,Underlying Security ID,FAS 157 Level,Capital Shares Receivable,Capital Shares Payable,Total Market Value w/ Cap Shares Rec/Pay
975640017,VERTEX ENHNCD INC FD,M,975540017,VERTEX ENHNCD INC FD-VER,10/28/2019,NCBD0P178,CA,CANADA,FIXED INCOME,FIXED INCOME - CDN CORPORATE BONDS,FIXED INCOME - CDN CORPORATE BONDS - CANADA OTHER CORPORATE,FIXED INCOME - CDN CORPORATE BONDS - CANADA OTHER CORPORATE,DELPHI ENERGY CORP,10.000% 15-JUL-2021,FIXED INCOME,CAD,1,CAD,200000,201075,201075,74,74,148000,148000,712.33,712.33,148712.33,10,7/15/2021,-53075,-53075,0,-53075,,CA247128AA95,BD0P179,247128AA9,,YVRF4001002,CAD,,,2,,,0
975640017,VERTEX ENHNCD INC FD,M,975540017,VERTEX ENHNCD INC FD-VER,10/28/2019,NCBDV82P1,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - ENERGY,EQUITIES - CANADA - ENERGY - ENERGY,TORC OIL & GAS LTD NEW,NEW,EQUITIES,CAD,1,CAD,68584,448609.9,448609.9,3.48,3.48,238672.32,238672.32,0,0,238672.32,0,,-209937.58,-209937.58,0,-209937.58,,CA8908953034,BDV82P2,890895303,,YVRF4001002,CAD,,,1,,,0
975640017,VERTEX ENHNCD INC FD,M,975540017,VERTEX ENHNCD INC FD-VER,10/28/2019,NCBF9MYX8,CA,CANADA,FIXED INCOME,FIXED INCOME - CDN CORPORATE BONDS,FIXED INCOME - CDN CORPORATE BONDS - CANADA OTHER CORPORATE,FIXED INCOME - CDN CORPORATE BONDS - CANADA OTHER CORPORATE,CANWEL BLDG MATLS GROUP LTD,6.375% 09-OCT-2023,FIXED INCOME,CAD,1,CAD,400000,400000,400000,94.814,94.814,379256,379256,1327.4,1327.4,380583.4,6.375,10/9/2023,-20744,-20744,0,-20744,,CA13874XAB97,BF9MYX2,13874XAB9,,YVRF4001002,CAD,,,2,,,0
975640017,VERTEX ENHNCD INC FD,M,975540017,VERTEX ENHNCD INC FD-VER,10/28/2019,NCBJ5ZXQ1,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - FINANCIALS SERVICES,EQUITIES - CANADA - FINANCIALS SERVICES - BANKS,CANADIAN WESTERN BANK,NON CUM 5 YR RATE PFD SER 9,EQUITIES,CAD,1,CAD,16300,410577.39,410577.39,25.75,25.75,419725,419725,6112.5,6112.5,425837.5,0,,9147.61,9147.61,0,9147.61,,CA1367658806,BJ5ZXQ9,136765880,,YVRF4001002,CAD,,,1,,,0
975640017,VERTEX ENHNCD INC FD,M,975540017,VERTEX ENHNCD INC FD-VER,10/28/2019,NCBMH4P97,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - FINANCIALS SERVICES,EQUITIES - CANADA - FINANCIALS SERVICES - REAL ESTATE,DREAM INDUSTRIAL REIT,UNIT,EQUITIES,CAD,1,CAD,175,2041.38,2041.38,13.34,13.34,2334.5,2334.5,0,0,2334.5,0,,293.12,293.12,0,293.12,,CA26153W1095,BMH4P92,26153W109,DIR-U,YVRF4001002,CAD,REIT,,1,,,0
975640017,VERTEX ENHNCD INC FD,M,975540017,VERTEX ENHNCD INC FD-VER,10/28/2019,NCBZ1JW78,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MATERIALS,EQUITIES - CANADA - MATERIALS - MATERIALS,CORE GOLD INC,.,EQUITIES,CAD,1,CAD,3895299,950453.41,950453.41,0.24,0.24,934871.76,934871.76,0,0,934871.76,0,,-15581.65,-15581.65,0,-15581.65,,CA21871K1075,BZ1JW71,21871K107,,YVRF4001002,CAD,,,1,,,0
975640017,VERTEX ENHNCD INC FD,M,975540017,VERTEX ENHNCD INC FD-VER,10/28/2019,USD,US,UNITED STATES,CASH & TEMPORARY,CASH & TEMPORARY - U.S. CASH,CASH & TEMPORARY - U.S. CASH,CASH & TEMPORARY - U.S. CASH,US DOLLAR,,CASH & TEMPORARY,CAD,0.765902,USD,461660.59,613560.51,461660.59,0.765902,1,602767.15,461660.59,0,0,602767.15,0,,0,0,-10793.36,-10793.36,,,,,,YVRF4001002,USD,,,1,,,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              00102,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,MGMT,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              00102,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-8497.18,-8497.18,0,,-8497.18,-8497.18,0,0,-8497.18,0,,0,0,0,0,,,,,,,CAD,,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              00106,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,MGMT,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              00106,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,MANAGEMENT EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-6927.68,-6927.68,0,,-6927.68,-6927.68,0,0,-6927.68,0,,0,0,0,0,,,,,,,CAD,,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              05200,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST Receivable,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              05200,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST Receivable,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,100348.43,100348.43,0,,100348.43,100348.43,0,0,100348.43,0,,0,0,0,0,,,,,,,CAD,,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              09002,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,TAX,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              09002,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-340.44,-340.44,0,,-340.44,-340.44,0,0,-340.44,0,,0,0,0,0,,,,,,,CAD,,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              09006,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,TAX,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              09006,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST EXPENSE CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-307.05,-307.05,0,,-307.05,-307.05,0,0,-307.05,0,,0,0,0,0,,,,,,,CAD,,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              09202,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST REC/PAY CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,TAXREB,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              09202,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST REC/PAY CLASS B,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-41054.35,-41054.35,0,,-41054.35,-41054.35,0,0,-41054.35,0,,0,0,0,0,,,,,,,CAD,,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              09206,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST REC/PAY CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,,,,,CAD,TAXREB,,,462.41,-1847397.63,0
975640017,VERTEX ENHNCD INC FD,M,975640017,VERTEX ENHNCD INC FD,10/28/2019,EXPENSE              09206,CA,CANADA,EXPENSES,EXPENSES,EXPENSES,EXPENSES,HST REC/PAY CLASS F,,ACCRUED EXPENSE PAYABLE,CAD,1,CAD,,-36178.92,-36178.92,0,,-36178.92,-36178.92,0,0,-36178.92,0,,0,0,0,0,,,,,,,CAD,,,,462.41,-1847397.63,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,26874156,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,AMERICAN INTERNATIONAL GROUP I,CW21 EXPIRING 1/19/2021,EQUITIES,CAD,0.765902,USD,20000,418333.3,317810,15.380557,11.78,307611.14,235600,0,0,307611.14,0,,-107337.49,-82210,-3384.67,-110722.16,,US0268741560,B430BJ0,26874156,AIG X,YVRF5001002,USD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,08771Y204,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,BETTER CHOICE CO INC,.,EQUITIES,CAD,0.765902,USD,19231,50133.75,37500,3.930007,3.01,75577.96,57885.31,0,0,75577.96,0,,26616.08,20385.31,-1171.87,25444.21,,US08771Y2046,BJ326S5,08771Y204,BTTR,YVRF5001002,USD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,532403201,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - ENERGY,EQUITIES - UNITED STATES - ENERGY,LILIS ENERGY INC,.,EQUITIES,CAD,0.765902,USD,644818,3296881.11,2584565.53,0.3003,0.23,193638.52,148308.14,0,0,193638.52,0,,-3180899.47,-2436257.39,77656.88,-3103242.59,,US5324032011,BDFB7S5,532403201,LLEX,YVRF5001002,USD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,67058H300,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - ENERGY,EQUITIES - UNITED STATES - ENERGY,NUSTAR ENERGY LP,PFD 7.625% CUMULATIVE,EQUITIES,CAD,0.765902,USD,24101,695668.78,521271.71,29.298786,22.44,706130.04,540826.44,0,0,706130.04,0,,25531.63,19554.73,-15070.37,10461.26,,US67058H3003,BF0XV77,67058H300,NS  PB,YVRF5001002,USD,LTD PART,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,88104R209,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - UTILITIES,EQUITIES - UNITED STATES - UTILITIES,TERRAFORM POWER INC,.,EQUITIES,CAD,0.765902,USD,25000,488280.38,371330,21.504056,16.47,537601.39,411750,0,0,537601.39,0,,52774.38,40420,-3453.37,49321.01,,US88104R2094,BYZ1PN3,88104R209,TERP,YVRF5001002,USD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,CASH,CA,CANADA,CASH & TEMPORARY,CANADA,CANADA,CANADA,,,CASH,CAD,1,CAD,343990.52,343990.52,343990.52,100,1,343990.52,343990.52,0,0,343990.52,0,,0,0,0,0,,,,,,YVRF5001002,CAD,,,,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NA9903272,US,UNITED STATES,FIXED INCOME,FIXED INCOME - US BONDS,FIXED INCOME - US BONDS - CORPORATE,FIXED INCOME - US BONDS - CORPORATE - OTHER,INTERMAP TECHNOLOGIES CORP,15.000% 01-SEP-2020 NT,FIXED INCOME,CAD,0.765902,USD,2000000,2617100,2000000,7.977522,6.11,159550.43,122200,0,0,159550.43,15,9/1/2020,-2451749.57,-1877800,-5800,-2457549.57,,QY9999032726,,,,YVRF5001002,USD,,,2,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NA99VWKU3,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,SPORT ENDURANCE INC,WT $0.15 10-DEC-2020,EQUITIES,CAD,0.765902,USD,9615,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,QT9999VWKU30,,,,YVRF5001002,USD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NA99VYNH5,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,BETTER CHOICE COMPANY INC,SUBS RCPT,EQUITIES,CAD,0.765902,USD,25000,100822.5,75000,4.060572,3.11,101514.29,77750,0,0,101514.29,0,,3590.54,2750,-2898.75,691.79,,QT9999VYNH57,,,,YVRF5001002,USD,RECEIPT,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NA99VYNJ1,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,EQUITIES - UNITED STATES - HEALTH CARE SERVICES,BETTER CHOICE COMPANY INC,WTS EXP 15-APR-2021,EQUITIES,CAD,0.765902,USD,25000,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,QT9999VYNJ14,,,,YVRF5001002,USD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC2395233,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - FINANCIALS SERVICES,EQUITIES - CANADA - FINANCIALS SERVICES - DIVERSIFIED FINANCIALS,GUARDIAN CAPITAL GROUP LTD,CL A,EQUITIES,CAD,1,CAD,32768,653884.36,653884.36,25.5,25.5,835584,835584,0,0,835584,0,,181699.64,181699.64,0,181699.64,,CA4013393042,2395232,401339304,GCAA F,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC2419926,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - FINANCIALS SERVICES,EQUITIES - CANADA - FINANCIALS SERVICES - REAL ESTATE - TRUSTS,COMINAR REIT,TRUST UNIT,EQUITIES,CAD,1,CAD,100745,1206757.76,1206757.76,13.4,13.4,1349983,1349983,0,0,1349983,0,,143225.24,143225.24,0,143225.24,,CA1999101001,2419927,199910100,CUF-U,YVRF5001002,CAD,REIT,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC2466141,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - ENERGY,EQUITIES - CANADA - ENERGY - ENERGY,ENBRIDGE INC,.,EQUITIES,CAD,1,CAD,19300,913474.16,913474.16,47.83,47.83,923119,923119,0,0,923119,0,,9644.84,9644.84,0,9644.84,,CA29250N1050,2466149,29250N105,ENB,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC2848009,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - CONSUMER PRODUCTS,EQUITIES - CANADA - CONSUMER PRODUCTS - CONSUMER PRODUCTS - TRUSTS,A&W REVENUE ROYALTIES INC FD,UNIT,EQUITIES,CAD,1,CAD,13300,592515,592515,37.07,37.07,493031,493031,2114.7,2114.7,495145.7,0,,-99484,-99484,0,-99484,,CA0002551095,2848004,255109,AWRRF,YVRF5001002,CAD,TRUST,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC9255968,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MATERIALS,EQUITIES - CANADA - MATERIALS - MATERIALS,BRAZIL RESOURCES INC,WT 14-NOV-2019,EQUITIES,CAD,1,CAD,50000,0,0,0.000001,0.000001,0.05,0.05,0,0,0.05,0,,0.05,0.05,0,0.05,,QY9992559683,,,,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC9260869,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - INDUSTRIAL PRODUCTS,EQUITIES - CANADA - INDUSTRIAL PRODUCTS - COMMERCIAL SERVICES & SUPPLIES,POWER GROUP PROJECTS CORP,WT 07-MAR-2020,EQUITIES,CAD,1,CAD,8050,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,QY9992608696,,,,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC9261339,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MATERIALS,EQUITIES - CANADA - MATERIALS - MATERIALS,KUTCHO COPPER CORP,WT 14-DEC-2020,EQUITIES,CAD,1,CAD,17325,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,CA5013771137,,501377113,,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC9319459,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - ENERGY,EQUITIES - CANADA - ENERGY - ENERGY,PETROSHALE INC,.,EQUITIES,CAD,1,CAD,2005326,2234557.34,2234557.34,0.475,0.475,952529.85,952529.85,0,0,952529.85,0,,-1282027.49,-1282027.49,0,-1282027.49,,CA71676H1064,,71676H106,,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC99V13K8,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MATERIALS,EQUITIES - CANADA - MATERIALS - MATERIALS,JADE POWER TRUST,WT 08-JAN-2020,EQUITIES,CAD,1,CAD,631250,0,0,0,0,0.01,0.01,0,0,0.01,0,,0.01,0.01,0,0.01,,CA4698871114,,469887111,,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC99WLFL8,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MATERIALS,EQUITIES - CANADA - MATERIALS - MATERIALS,POLYMET MINING CORP,WT 18-OCT-2021,EQUITIES,CAD,0.765902,USD,100000,0,0,0.000001,0.000001,0.13,0.1,0,0,0.13,0,,0.13,0.1,0,0.13,,CA7319161286,,731916128,,YVRF5001002,USD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC99WMN45,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MATERIALS,EQUITIES - CANADA - MATERIALS - MATERIALS,BIOAMBER INC,WT 27-JAN-2021,EQUITIES,CAD,1,CAD,5850,0,0,0.000002,0.000002,0.01,0.01,0,0,0.01,0,,0.01,0.01,0,0.01,,QY9999WMN451,,,,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC99WNR07,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MATERIALS,EQUITIES - CANADA - MATERIALS - MATERIALS,TOWER RESOURCES LTD,WT 06-APR-2022,EQUITIES,CAD,1,CAD,625000,0,0,0,0,0.06,0.06,0,0,0.06,0,,0.06,0.06,0,0.06,,,,,,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC99WNZE8,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MATERIALS,EQUITIES - CANADA - MATERIALS - MATERIALS,ALTAIR RESOURCES INC,WT 18-APR-2020,EQUITIES,CAD,1,CAD,3333335,0,0,0.0001,0.0001,333.33,333.33,0,0,333.33,0,,333.33,333.33,0,333.33,,QY9999WNZE85,,,,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC99WPE14,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - MATERIALS,EQUITIES - UNITED STATES - MATERIALS,PRES INITIAL CAP AGGREGATOR,WT 01-MAY-2022,EQUITIES,CAD,0.765902,USD,698045,0,0,0,0,0.09,0.07,0,0,0.09,0,,0.09,0.07,0,0.09,,QY9999WPE140,,,,YVRF5001002,USD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC99WPW97,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,PRES INITIAL CAP AGGREGATOR,.,EQUITIES,CAD,0.765902,USD,4220000,1793890.68,1354800,0,0,0.55,0.42,0,0,0.55,0,,-1768894.07,-1354799.58,-24996.06,-1793890.13,,,,,,YVRF5001002,USD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC99WRZD1,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MATERIALS,EQUITIES - CANADA - MATERIALS - MATERIALS,BRAVADA GOLD CORP,WT 22-NOV-2020,EQUITIES,CAD,1,CAD,140000,0,0,0,0,0.01,0.01,0,0,0.01,0,,0.01,0.01,0,0.01,,QY9999WRZD17,,,,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NC99WSRR7,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - TECHNOLOGY,EQUITIES - CANADA - TECHNOLOGY - SOFTWARE & SERVICES,HIVE BLOCKCHAIN TECHNOLOGIES,WT 14-NOV-2019,EQUITIES,CAD,1,CAD,37500,0,0,0.005,0.005,187.5,187.5,0,0,187.5,0,,187.5,187.5,0,187.5,,CA43366H1183,,43366H118,,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NCB188TH2,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - COMMUNICATION SERVICES,EQUITIES - CANADA - COMMUNICATION SERVICES - COMMUNICATION SERVICES - TRUSTS,BCE INC,NEW,EQUITIES,CAD,1,CAD,18200,1050191.87,1050191.87,61.57,61.57,1120574,1120574,0,0,1120574,0,,70382.13,70382.13,0,70382.13,,CA05534B7604,B188TH2,05534B760,BCE,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NCB29NF32,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - MATERIALS,EQUITIES - CANADA - MATERIALS - MATERIALS,FRANCO-NEVADA CORP,.,EQUITIES,CAD,1,CAD,3180,268377.91,268377.91,122.74,122.74,390313.2,390313.2,0,0,390313.2,0,,121935.29,121935.29,0,121935.29,,CA3518581051,B29NF31,351858105,FNV,YVRF5001002,CAD,,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NCB4Y8WM2,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - FINANCIALS SERVICES,EQUITIES - CANADA - FINANCIALS SERVICES - REAL ESTATE - TRUSTS,NORTHWEST HEALTHCARE PPTYS,TRUST UNIT,EQUITIES,CAD,1,CAD,107701,1110237.95,1110237.95,11.88,11.88,1279487.88,1279487.88,0,0,1279487.88,0,,169249.93,169249.93,0,169249.93,,CA6674951059,B4Y8WM3,667495105,NWH-U,YVRF5001002,CAD,REIT,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NCB96G8X7,US,UNITED STATES,EQUITIES,EQUITIES - UNITED STATES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,EQUITIES - UNITED STATES - FINANCIALS SERVICES,BROOKFIELD PPTY PARTNERS LP,LP UNIT,EQUITIES,CAD,1,CAD,48009,1067763.38,1067763.38,25.17,25.17,1208386.53,1208386.53,0,0,1208386.53,0,,140623.15,140623.15,0,140623.15,,BMG162491077,B96G8X3,G16249107,,YVRF5001002,USD,LTD PART,,1,,,0
975650017,VERTEX GROWTH FD,M,975550017,VERTEX GROWTH FD-VER,10/28/2019,NCBD0N546,CA,CANADA,EQUITIES,EQUITIES - CANADA,EQUITIES - CANADA - ENERGY,EQUITIES - CANADA - ENERGY - ENERGY,ASCENDANT RESOURCES INC,.,EQUITIES,CAD,1,CAD,800162,516417.53,516417.53,0.28,0.28,224045.36,224045.36,0,0,224045.36,0,,-292372.17,-292372.17,0,-292372.17,,CA0435041094,BD0N548,43504109,,YVRF5001002,CAD,,,1,,,0
